"participant","accuracy","rt","stimulus","age","gender"
105,"1","602","wrong",23,"female"
105,"1","651","correct",23,"female"
105,"1","1251","incorrect",23,"female"
105,"1","535","right",23,"female"
105,"1","611","untrue",23,"female"
105,"1","604","deny",23,"female"
105,"1","645","inaccurate",23,"female"
105,"1","740","definite",23,"female"
105,"1","799","definite",23,"female"
105,"1","608","no",23,"female"
105,"1","728","inexact",23,"female"
105,"1","492","right",23,"female"
105,"1","682","invalid",23,"female"
105,"1","1112","valid",23,"female"
105,"1","466","wrong",23,"female"
105,"1","690","inexact",23,"female"
105,"1","655","no",23,"female"
105,"1","734","correct",23,"female"
105,"0","1490","accurate",23,"female"
105,"1","626","sure",23,"female"
105,"1","562","confirm",23,"female"
105,"1","542","untrue",23,"female"
105,"1","513","yes",23,"female"
105,"1","727","deny",23,"female"
105,"1","634","valid",23,"female"
105,"1","579","incorrect",23,"female"
105,"1","629","yes",23,"female"
105,"1","590","invalid",23,"female"
105,"1","527","right",23,"female"
105,"1","531","inaccurate",23,"female"
105,"1","456","accurate",23,"female"
105,"1","552","inexact",23,"female"
105,"1","635","correct",23,"female"
105,"1","1411","no",23,"female"
105,"1","621","deny",23,"female"
105,"1","671","definite",23,"female"
105,"1","605","inaccurate",23,"female"
105,"1","942","wrong",23,"female"
105,"1","816","confirm",23,"female"
105,"1","856","sure",23,"female"
105,"1","741","correct",23,"female"
105,"1","696","invalid",23,"female"
105,"1","661","untrue",23,"female"
105,"1","708","right",23,"female"
105,"0","1304","yes",23,"female"
105,"1","617","incorrect",23,"female"
105,"1","586","valid",23,"female"
105,"1","644","accurate",23,"female"
105,"1","827","confirm",23,"female"
105,"1","930","definite",23,"female"
105,"1","485","sure",23,"female"
105,"1","2943","sure",23,"female"
105,"1","944","invalid",23,"female"
105,"1","729","accurate",23,"female"
105,"1","677","deny",23,"female"
105,"1","762","confirm",23,"female"
105,"0","1381","definite",23,"female"
105,"1","1074","yes",23,"female"
105,"1","2822","valid",23,"female"
105,"1","563","right",23,"female"
105,"1","656","correct",23,"female"
105,"1","501","valid",23,"female"
105,"0","923","inexact",23,"female"
105,"1","565","wrong",23,"female"
105,"1","528","untrue",23,"female"
105,"1","637","definite",23,"female"
105,"0","1356","incorrect",23,"female"
105,"1","698","no",23,"female"
105,"1","447","correct",23,"female"
105,"1","2752","sure",23,"female"
105,"1","736","inaccurate",23,"female"
105,"1","555","inaccurate",23,"female"
105,"1","670","right",23,"female"
105,"1","1676","inexact",23,"female"
105,"1","469","untrue",23,"female"
105,"0","988","deny",23,"female"
105,"1","610","incorrect",23,"female"
105,"1","828","invalid",23,"female"
105,"1","651","yes",23,"female"
105,"0","1018","accurate",23,"female"
105,"1","624","wrong",23,"female"
105,"1","624","no",23,"female"
105,"1","608","untrue",23,"female"
105,"1","553","deny",23,"female"
105,"1","636","inaccurate",23,"female"
105,"1","1036","inexact",23,"female"
105,"1","722","confirm",23,"female"
105,"1","710","right",23,"female"
105,"1","698","no",23,"female"
105,"1","751","confirm",23,"female"
105,"1","823","wrong",23,"female"
105,"1","617","accurate",23,"female"
105,"1","1194","valid",23,"female"
105,"1","480","yes",23,"female"
105,"1","583","correct",23,"female"
105,"1","594","incorrect",23,"female"
105,"1","763","definite",23,"female"
105,"1","805","sure",23,"female"
105,"1","2013","invalid",23,"female"
105,"1","647","definite",23,"female"
105,"1","1238","deny",23,"female"
105,"1","644","accurate",23,"female"
105,"1","749","no",23,"female"
105,"1","1086","yes",23,"female"
105,"0","1169","valid",23,"female"
105,"1","1281","right",23,"female"
105,"1","483","sure",23,"female"
105,"1","626","incorrect",23,"female"
105,"1","586","inexact",23,"female"
105,"1","612","inaccurate",23,"female"
105,"1","581","correct",23,"female"
105,"1","2447","wrong",23,"female"
105,"1","637","untrue",23,"female"
105,"1","573","invalid",23,"female"
105,"1","855","confirm",23,"female"
105,"1","1813","no",23,"female"
105,"1","567","right",23,"female"
105,"1","795","confirm",23,"female"
105,"0","1291","sure",23,"female"
105,"1","460","wrong",23,"female"
105,"1","724","inaccurate",23,"female"
105,"1","672","accurate",23,"female"
105,"1","1645","untrue",23,"female"
105,"1","640","definite",23,"female"
105,"1","1023","incorrect",23,"female"
105,"1","557","correct",23,"female"
105,"0","1080","inexact",23,"female"
105,"1","587","deny",23,"female"
105,"1","437","yes",23,"female"
105,"1","669","valid",23,"female"
105,"1","843","invalid",23,"female"
100,"1","2458","accurate",44,"male"
100,"1","783","confirm",44,"male"
100,"1","661","sure",44,"male"
100,"1","831","incorrect",44,"male"
100,"1","601","yes",44,"male"
100,"1","964","definite",44,"male"
100,"1","603","untrue",44,"male"
100,"1","1019","valid",44,"male"
100,"1","1021","deny",44,"male"
100,"1","560","wrong",44,"male"
100,"1","484","no",44,"male"
100,"1","585","invalid",44,"male"
100,"1","563","correct",44,"male"
100,"1","576","right",44,"male"
100,"1","545","confirm",44,"male"
100,"1","676","inexact",44,"male"
100,"1","493","inaccurate",44,"male"
100,"1","482","wrong",44,"male"
100,"1","495","invalid",44,"male"
100,"1","491","inexact",44,"male"
100,"1","455","incorrect",44,"male"
100,"1","769","valid",44,"male"
100,"1","485","correct",44,"male"
100,"1","525","accurate",44,"male"
100,"1","530","inaccurate",44,"male"
100,"1","788","deny",44,"male"
100,"1","583","no",44,"male"
100,"1","500","untrue",44,"male"
100,"1","585","sure",44,"male"
100,"1","690","deny",44,"male"
100,"1","547","inexact",44,"male"
100,"1","582","wrong",44,"male"
100,"1","508","yes",44,"male"
100,"1","527","no",44,"male"
100,"1","683","inaccurate",44,"male"
100,"1","653","right",44,"male"
100,"1","684","definite",44,"male"
100,"1","509","untrue",44,"male"
100,"1","554","right",44,"male"
100,"1","574","definite",44,"male"
100,"1","526","invalid",44,"male"
100,"1","635","sure",44,"male"
100,"1","628","accurate",44,"male"
100,"1","581","correct",44,"male"
100,"1","824","valid",44,"male"
100,"1","476","confirm",44,"male"
100,"1","458","yes",44,"male"
100,"1","498","incorrect",44,"male"
100,"1","418","inaccurate",44,"male"
100,"1","547","accurate",44,"male"
100,"1","644","confirm",44,"male"
100,"1","586","untrue",44,"male"
100,"1","970","valid",44,"male"
100,"1","566","correct",44,"male"
100,"1","514","inexact",44,"male"
100,"1","603","sure",44,"male"
100,"1","515","incorrect",44,"male"
100,"1","513","definite",44,"male"
100,"1","556","wrong",44,"male"
100,"1","595","invalid",44,"male"
100,"1","519","yes",44,"male"
100,"1","616","no",44,"male"
100,"1","661","deny",44,"male"
100,"1","434","deny",44,"male"
100,"1","506","right",44,"male"
100,"1","567","inexact",44,"male"
100,"1","465","yes",44,"male"
100,"1","630","accurate",44,"male"
100,"1","697","definite",44,"male"
100,"1","460","confirm",44,"male"
100,"1","488","invalid",44,"male"
100,"1","490","correct",44,"male"
100,"1","728","wrong",44,"male"
100,"1","474","incorrect",44,"male"
100,"1","447","no",44,"male"
100,"1","465","sure",44,"male"
100,"1","689","right",44,"male"
100,"1","553","untrue",44,"male"
100,"1","690","inaccurate",44,"male"
100,"1","814","valid",44,"male"
100,"1","1748","correct",44,"male"
100,"1","630","untrue",44,"male"
100,"1","532","yes",44,"male"
100,"1","549","definite",44,"male"
100,"1","564","inexact",44,"male"
100,"1","503","sure",44,"male"
100,"1","546","no",44,"male"
100,"1","552","invalid",44,"male"
100,"1","529","wrong",44,"male"
100,"1","670","deny",44,"male"
100,"1","481","inaccurate",44,"male"
100,"1","627","valid",44,"male"
100,"1","443","confirm",44,"male"
100,"1","463","incorrect",44,"male"
100,"1","557","accurate",44,"male"
100,"1","520","right",44,"male"
100,"1","449","correct",44,"male"
100,"1","505","wrong",44,"male"
100,"1","590","definite",44,"male"
100,"1","543","right",44,"male"
100,"1","523","inaccurate",44,"male"
100,"1","520","confirm",44,"male"
100,"1","604","untrue",44,"male"
100,"1","463","sure",44,"male"
100,"0","961","deny",44,"male"
100,"1","512","incorrect",44,"male"
100,"1","569","no",44,"male"
100,"1","518","inexact",44,"male"
100,"1","496","invalid",44,"male"
100,"1","501","yes",44,"male"
100,"1","658","no",44,"male"
100,"1","633","accurate",44,"male"
100,"1","517","invalid",44,"male"
100,"1","576","valid",44,"male"
100,"1","616","incorrect",44,"male"
100,"1","577","definite",44,"male"
100,"1","577","inaccurate",44,"male"
100,"1","554","confirm",44,"male"
100,"0","879","valid",44,"male"
100,"1","573","sure",44,"male"
100,"1","505","correct",44,"male"
100,"1","731","accurate",44,"male"
100,"1","518","wrong",44,"male"
100,"1","580","right",44,"male"
100,"1","537","yes",44,"male"
100,"1","570","accurate",44,"male"
100,"1","460","correct",44,"male"
100,"1","523","confirm",44,"male"
100,"1","533","definite",44,"male"
100,"1","472","untrue",44,"male"
100,"1","526","right",44,"male"
100,"1","575","inexact",44,"male"
100,"1","550","deny",44,"male"
100,"1","495","inexact",44,"male"
100,"1","553","sure",44,"male"
100,"1","630","untrue",44,"male"
100,"1","464","yes",44,"male"
100,"1","509","no",44,"male"
100,"1","642","incorrect",44,"male"
100,"1","409","inaccurate",44,"male"
100,"1","440","invalid",44,"male"
100,"1","753","deny",44,"male"
100,"1","522","valid",44,"male"
100,"1","760","wrong",44,"male"
100,"1","571","confirm",44,"male"
100,"1","609","valid",44,"male"
100,"1","488","incorrect",44,"male"
100,"1","539","correct",44,"male"
100,"1","594","deny",44,"male"
100,"1","702","accurate",44,"male"
100,"1","501","yes",44,"male"
100,"1","496","untrue",44,"male"
100,"1","447","inexact",44,"male"
100,"1","605","no",44,"male"
100,"1","495","wrong",44,"male"
100,"1","588","right",44,"male"
100,"1","532","invalid",44,"male"
100,"1","571","definite",44,"male"
100,"1","646","inaccurate",44,"male"
100,"1","591","sure",44,"male"
100,"1","1373","sure",44,"male"
100,"1","521","inaccurate",44,"male"
100,"1","497","invalid",44,"male"
100,"1","506","right",44,"male"
100,"1","560","incorrect",44,"male"
100,"1","492","wrong",44,"male"
100,"1","558","deny",44,"male"
100,"1","505","correct",44,"male"
100,"1","596","confirm",44,"male"
100,"1","565","definite",44,"male"
100,"1","488","untrue",44,"male"
100,"1","750","valid",44,"male"
100,"1","579","accurate",44,"male"
100,"1","510","yes",44,"male"
100,"1","501","inexact",44,"male"
100,"1","550","no",44,"male"
100,"1","529","accurate",44,"male"
100,"1","552","definite",44,"male"
100,"1","552","sure",44,"male"
100,"1","571","valid",44,"male"
100,"1","514","invalid",44,"male"
100,"1","504","wrong",44,"male"
100,"1","509","right",44,"male"
100,"1","523","confirm",44,"male"
100,"1","551","correct",44,"male"
100,"1","503","inaccurate",44,"male"
100,"1","517","yes",44,"male"
100,"1","539","untrue",44,"male"
100,"1","764","deny",44,"male"
100,"1","483","incorrect",44,"male"
100,"1","507","valid",44,"male"
100,"1","507","no",44,"male"
100,"1","511","inexact",44,"male"
100,"1","491","correct",44,"male"
100,"1","540","inexact",44,"male"
100,"1","532","confirm",44,"male"
100,"1","594","wrong",44,"male"
100,"1","516","inaccurate",44,"male"
100,"1","588","deny",44,"male"
100,"1","435","invalid",44,"male"
100,"1","448","untrue",44,"male"
100,"1","450","no",44,"male"
100,"1","537","right",44,"male"
100,"1","535","incorrect",44,"male"
100,"1","492","sure",44,"male"
100,"1","598","wrong",44,"male"
100,"1","508","inexact",44,"male"
100,"1","462","untrue",44,"male"
100,"1","439","yes",44,"male"
100,"1","554","accurate",44,"male"
100,"1","543","invalid",44,"male"
100,"1","579","definite",44,"male"
100,"1","487","inaccurate",44,"male"
100,"1","496","yes",44,"male"
100,"1","709","deny",44,"male"
100,"1","619","right",44,"male"
100,"1","744","definite",44,"male"
100,"1","499","sure",44,"male"
100,"1","465","incorrect",44,"male"
100,"1","581","confirm",44,"male"
100,"1","761","valid",44,"male"
100,"1","520","no",44,"male"
100,"1","569","correct",44,"male"
100,"1","517","invalid",44,"male"
100,"1","440","inexact",44,"male"
100,"1","542","accurate",44,"male"
100,"1","615","wrong",44,"male"
100,"1","533","untrue",44,"male"
100,"1","481","sure",44,"male"
100,"1","495","definite",44,"male"
100,"1","578","right",44,"male"
100,"1","466","no",44,"male"
100,"1","496","correct",44,"male"
100,"1","607","inaccurate",44,"male"
100,"1","756","valid",44,"male"
100,"1","599","accurate",44,"male"
100,"1","723","deny",44,"male"
100,"1","585","yes",44,"male"
100,"1","545","confirm",44,"male"
100,"1","500","incorrect",44,"male"
96,"1","709","invalid",34,"male"
96,"1","644","valid",34,"male"
96,"1","670","inaccurate",34,"male"
96,"1","567","wrong",34,"male"
96,"1","580","deny",34,"male"
96,"1","561","correct",34,"male"
96,"1","551","no",34,"male"
96,"1","629","definite",34,"male"
96,"1","616","untrue",34,"male"
96,"1","619","inexact",34,"male"
96,"1","566","accurate",34,"male"
96,"1","572","incorrect",34,"male"
96,"1","553","confirm",34,"male"
96,"1","567","sure",34,"male"
96,"1","540","deny",34,"male"
96,"1","515","right",34,"male"
96,"1","563","yes",34,"male"
96,"1","568","wrong",34,"male"
96,"1","573","yes",34,"male"
96,"0","914","definite",34,"male"
96,"1","489","correct",34,"male"
96,"1","545","untrue",34,"male"
96,"1","640","sure",34,"male"
96,"1","538","confirm",34,"male"
96,"1","448","accurate",34,"male"
96,"1","547","inaccurate",34,"male"
96,"1","521","invalid",34,"male"
96,"1","585","right",34,"male"
96,"1","509","no",34,"male"
96,"1","573","inexact",34,"male"
96,"1","474","incorrect",34,"male"
96,"1","667","valid",34,"male"
96,"1","516","wrong",34,"male"
96,"1","668","confirm",34,"male"
96,"1","709","deny",34,"male"
96,"1","580","definite",34,"male"
96,"1","633","accurate",34,"male"
96,"1","564","invalid",34,"male"
96,"1","730","no",34,"male"
96,"1","688","correct",34,"male"
96,"1","737","right",34,"male"
96,"1","919","untrue",34,"male"
96,"1","669","incorrect",34,"male"
96,"1","510","inexact",34,"male"
96,"1","574","yes",34,"male"
96,"1","851","inaccurate",34,"male"
96,"1","772","sure",34,"male"
96,"1","656","no",34,"male"
96,"1","794","inexact",34,"male"
96,"1","726","valid",34,"male"
96,"1","558","invalid",34,"male"
96,"1","827","confirm",34,"male"
96,"1","493","untrue",34,"male"
96,"1","686","wrong",34,"male"
96,"1","654","deny",34,"male"
96,"1","615","inaccurate",34,"male"
96,"1","435","incorrect",34,"male"
96,"1","501","invalid",34,"male"
96,"1","493","wrong",34,"male"
96,"1","630","deny",34,"male"
96,"1","569","yes",34,"male"
96,"0","1054","right",34,"male"
96,"1","582","definite",34,"male"
96,"1","563","sure",34,"male"
96,"1","1617","valid",34,"male"
96,"1","442","correct",34,"male"
96,"1","645","accurate",34,"male"
96,"1","783","inaccurate",34,"male"
96,"1","796","no",34,"male"
96,"1","608","accurate",34,"male"
96,"1","939","untrue",34,"male"
96,"1","649","yes",34,"male"
96,"1","539","incorrect",34,"male"
96,"1","618","right",34,"male"
96,"1","541","inexact",34,"male"
96,"1","395","sure",34,"male"
96,"1","496","definite",34,"male"
96,"1","400","correct",34,"male"
96,"1","396","valid",34,"male"
96,"1","489","confirm",34,"male"
96,"1","885","inaccurate",34,"male"
96,"1","557","yes",34,"male"
96,"1","626","deny",34,"male"
96,"1","653","sure",34,"male"
96,"1","543","correct",34,"male"
96,"1","541","wrong",34,"male"
96,"1","484","inexact",34,"male"
96,"1","524","confirm",34,"male"
96,"1","627","valid",34,"male"
96,"1","446","accurate",34,"male"
96,"1","577","incorrect",34,"male"
96,"1","574","no",34,"male"
96,"1","507","untrue",34,"male"
96,"1","587","definite",34,"male"
96,"1","447","right",34,"male"
96,"1","506","invalid",34,"male"
96,"1","585","incorrect",34,"male"
96,"1","454","invalid",34,"male"
96,"1","480","inexact",34,"male"
96,"1","681","accurate",34,"male"
96,"1","450","valid",34,"male"
96,"1","420","right",34,"male"
96,"1","480","sure",34,"male"
96,"1","457","confirm",34,"male"
96,"1","619","untrue",34,"male"
96,"1","885","no",34,"male"
96,"1","862","definite",34,"male"
96,"0","991","yes",34,"male"
96,"1","682","correct",34,"male"
96,"1","1034","deny",34,"male"
96,"1","684","confirm",34,"male"
96,"1","564","wrong",34,"male"
96,"1","658","definite",34,"male"
96,"1","603","inaccurate",34,"male"
96,"1","607","sure",34,"male"
96,"1","851","accurate",34,"male"
96,"1","476","correct",34,"male"
96,"1","518","yes",34,"male"
96,"1","605","wrong",34,"male"
96,"1","1105","valid",34,"male"
96,"1","583","inexact",34,"male"
96,"1","428","invalid",34,"male"
96,"1","623","no",34,"male"
96,"1","538","inaccurate",34,"male"
96,"1","481","incorrect",34,"male"
96,"1","714","right",34,"male"
96,"1","610","accurate",34,"male"
96,"1","645","yes",34,"male"
96,"1","1343","deny",34,"male"
96,"1","844","untrue",34,"male"
96,"1","1238","no",34,"male"
96,"1","783","confirm",34,"male"
96,"1","572","inaccurate",34,"male"
96,"1","609","sure",34,"male"
96,"1","749","definite",34,"male"
96,"1","515","correct",34,"male"
96,"1","602","incorrect",34,"male"
96,"1","518","untrue",34,"male"
96,"1","573","right",34,"male"
96,"1","578","valid",34,"male"
96,"1","407","sure",34,"male"
96,"1","531","inexact",34,"male"
